year,age,suicides/100k pop,sex
1999,20,36.85,1
1999,45,21.73,1
1999,20,0.0,0
1999,30,0.0,0
1999,45,0.0,0
1999,10,0.0,0
1999,65,0.0,0
1999,80,0.0,0
1999,10,0.0,1
1999,65,0.0,1
1999,80,0.0,1
2000,80,133.42,0
2000,80,101.11,1
2000,30,43.94,1
2000,45,14.06,1
2000,45,12.8,0
2000,20,0.0,0
2000,30,0.0,0
2000,10,0.0,0
2000,65,0.0,0
2000,20,0.0,1
2000,10,0.0,1
2000,65,0.0,1
2001,45,27.28,1
2001,20,0.0,0
2001,30,0.0,0
2001,45,0.0,0
2001,10,0.0,0
2001,65,0.0,0
2001,80,0.0,0
2001,20,0.0,1
2001,30,0.0,1
2001,10,0.0,1
2001,65,0.0,1
2001,80,0.0,1
2002,65,65.4,1
2002,30,30.96,1
2002,20,16.84,1
2002,45,13.26,1
2002,20,0.0,0
2002,30,0.0,0
2002,45,0.0,0
2002,10,0.0,0
2002,65,0.0,0
2002,80,0.0,0
2002,10,0.0,1
2002,80,0.0,1
2003,45,12.93,1
2003,20,0.0,0
2003,30,0.0,0
2003,45,0.0,0
2003,10,0.0,0
2003,65,0.0,0
2003,80,0.0,0
2003,20,0.0,1
2003,30,0.0,1
2003,10,0.0,1
2003,65,0.0,1
2003,80,0.0,1
2004,80,88.03,1
2004,65,44.76,1
2004,30,16.22,1
2004,20,15.04,0
2004,45,12.67,1
2004,30,0.0,0
2004,45,0.0,0
2004,10,0.0,0
2004,65,0.0,0
2004,80,0.0,0
2004,20,0.0,1
2004,10,0.0,1
2005,65,28.62,1
2005,45,18.74,1
2005,20,14.61,0
2005,30,14.28,0
2005,65,12.29,0
2005,45,11.04,0
2005,10,0.0,0
2005,80,0.0,0
2005,20,0.0,1
2005,30,0.0,1
2005,10,0.0,1
2005,80,0.0,1
2006,30,66.73,1
2006,45,18.65,1
2006,45,10.93,0
2006,20,0.0,0
2006,30,0.0,0
2006,10,0.0,0
2006,65,0.0,0
2006,80,0.0,0
2006,20,0.0,1
2006,10,0.0,1
2006,65,0.0,1
2006,80,0.0,1
2007,30,33.7,1
2007,45,18.7,1
2007,20,15.53,1
2007,65,13.09,1
2007,65,11.17,0
2007,20,0.0,0
2007,30,0.0,0
2007,45,0.0,0
2007,10,0.0,0
2007,80,0.0,0
2007,10,0.0,1
2007,80,0.0,1
2008,30,17.1,1
2008,65,12.56,1
2008,45,6.28,1
2008,45,5.5,0
2008,20,0.0,0
2008,30,0.0,0
2008,10,0.0,0
2008,65,0.0,0
2008,80,0.0,0
2008,20,0.0,1
2008,10,0.0,1
2008,80,0.0,1
2009,30,17.46,1
2009,45,12.71,1
2009,65,12.06,1
2009,20,0.0,0
2009,30,0.0,0
2009,45,0.0,0
2009,10,0.0,0
2009,65,0.0,0
2009,80,0.0,0
2009,20,0.0,1
2009,10,0.0,1
2009,80,0.0,1
2010,45,25.74,1
2010,65,23.09,1
2010,65,9.82,0
2010,20,0.0,0
2010,30,0.0,0
2010,45,0.0,0
2010,10,0.0,0
2010,80,0.0,0
2010,20,0.0,1
2010,30,0.0,1
2010,10,0.0,1
2010,80,0.0,1
2011,65,33.56,1
2011,45,19.5,1
2011,30,15.96,0
2011,20,14.91,1
2011,65,9.49,0
2011,20,0.0,0
2011,45,0.0,0
2011,10,0.0,0
2011,80,0.0,0
2011,30,0.0,1
2011,10,0.0,1
2011,80,0.0,1
1985,80,30.59,1
1985,30,27.48,1
1985,65,23.95,1
1985,20,23.23,1
1985,45,21.55,1
1985,80,9.4,0
1985,65,8.47,0
1985,45,7.8,0
1985,20,5.29,0
1985,30,5.02,0
1985,10,0.32,0
1985,10,0.31,1
1986,80,38.08,1
1986,30,27.86,1
1986,65,26.74,1
1986,45,24.7,1
1986,20,21.62,1
1986,45,8.95,0
1986,65,8.04,0
1986,30,6.77,0
1986,20,5.86,0
1986,80,5.68,0
1986,10,1.41,1
1986,10,0.08,0
1987,80,45.34,1
1987,30,27.79,1
1987,45,27.28,1
1987,65,26.73,1
1987,20,25.58,1
1987,80,9.02,0
1987,65,8.34,0
1987,45,7.43,0
1987,20,5.49,0
1987,30,5.27,0
1987,10,0.47,1
1987,10,0.08,0
1988,80,36.27,1
1988,30,28.94,1
1988,20,26.22,1
1988,65,25.55,1
1988,45,25.37,1
1988,80,9.13,0
1988,30,7.82,0
1988,45,7.78,0
1988,65,7.74,0
1988,20,3.95,0
1988,10,0.47,1
1988,10,0.08,0
1989,80,34.1,1
1989,30,29.02,1
1989,20,25.23,1
1989,65,24.62,1
1989,45,22.02,1
1989,65,9.25,0
1989,80,6.86,0
1989,30,6.29,0
1989,45,6.23,0
1989,20,3.78,0
1989,10,0.63,1
1989,10,0.08,0
1990,80,31.42,1
1990,30,29.54,1
1990,20,26.6,1
1990,65,25.66,1
1990,45,24.72,1
1990,80,7.95,0
1990,30,7.78,0
1990,65,7.26,0
1990,45,6.31,0
1990,20,4.72,0
1990,10,0.39,1
1990,10,0.0,0
1991,80,39.64,1
1991,30,30.14,1
1991,45,27.68,1
1991,20,25.18,1
1991,65,21.28,1
1991,80,8.11,0
1991,45,7.62,0
1991,65,7.05,0
1991,30,6.46,0
1991,20,6.2,0
1991,10,0.54,1
1991,10,0.25,0
1992,80,29.14,1
1992,30,28.72,1
1992,20,27.33,1
1992,65,25.01,1
1992,45,24.78,1
1992,80,9.05,0
1992,65,7.41,0
1992,30,6.8,0
1992,45,6.31,0
1992,20,5.62,0
1992,10,0.31,1
1992,10,0.16,0
1993,80,30.87,1
1993,30,27.73,1
1993,20,23.69,1
1993,65,22.19,1
1993,45,21.89,1
1993,45,6.88,0
1993,80,6.66,0
1993,30,5.39,0
1993,65,5.39,0
1993,20,3.72,0
1993,10,0.38,1
1993,10,0.16,0
1994,80,31.66,1
1994,30,30.11,1
1994,20,27.0,1
1994,45,26.54,1
1994,65,23.12,1
1994,45,6.75,0
1994,80,6.31,0
1994,30,6.23,0
1994,65,5.6,0
1994,20,4.12,0
1994,10,0.23,1
1994,10,0.08,0
1995,30,30.96,1
1995,80,26.8,1
1995,45,23.41,1
1995,20,23.13,1
1995,65,20.05,1
1995,45,7.28,0
1995,30,6.42,0
1995,20,6.13,0
1995,65,5.52,0
1995,80,5.19,0
1995,10,0.3,1
1995,10,0.0,0
1996,80,35.25,1
1996,30,32.91,1
1996,20,26.83,1
1996,45,25.99,1
1996,65,23.79,1
1996,45,7.15,0
1996,30,6.85,0
1996,65,5.95,0
1996,80,4.97,0
1996,20,4.5,0
1996,10,0.6,1
1996,10,0.55,0
1997,30,36.82,1
1997,80,33.92,1
1997,20,30.37,1
1997,45,27.24,1
1997,65,21.54,1
1997,45,8.38,0
1997,30,7.56,0
1997,80,6.83,0
1997,20,6.65,0
1997,65,6.55,0
1997,10,0.55,0
1997,10,0.52,1
1998,30,40.37,1
1998,45,28.76,1
1998,20,26.53,1
1998,80,25.28,1
1998,65,20.83,1
1998,30,7.55,0
1998,45,7.53,0
1998,80,6.58,0
1998,20,6.33,0
1998,65,6.06,0
1998,10,0.44,1
1998,10,0.15,0
1999,30,35.69,1
1999,80,29.93,1
1999,45,27.11,1
1999,20,22.84,1
1999,65,21.25,1
1999,30,8.1,0
1999,45,7.35,0
1999,20,5.48,0
1999,65,4.88,0
1999,80,3.33,0
1999,10,0.73,1
1999,10,0.46,0
2000,30,32.57,1
2000,80,27.64,1
2000,45,26.9,1
2000,20,20.33,1
2000,65,18.46,1
2000,30,7.33,0
2000,45,7.19,0
2000,20,6.07,0
2000,65,5.62,0
2000,80,5.05,0
2000,10,0.58,1
2000,10,0.08,0
2001,30,34.25,1
2001,45,26.82,1
2001,80,26.28,1
2001,20,20.72,1
2001,65,18.9,1
2001,45,7.99,0
2001,30,7.54,0
2001,80,5.76,0
2001,65,5.11,0
2001,20,4.83,0
2001,10,0.3,0
2001,10,0.29,1
2002,30,31.54,1
2002,45,26.38,1
2002,80,22.1,1
2002,20,17.92,1
2002,65,16.35,1
2002,45,7.49,0
2002,30,7.13,0
2002,65,5.6,0
2002,80,5.17,0
2002,20,4.41,0
2002,10,0.3,0
2002,10,0.29,1
2003,30,27.41,1
2003,45,23.02,1
2003,80,21.62,1
2003,20,17.42,1
2003,65,16.89,1
2003,30,7.34,0
2003,45,6.8,0
2003,65,5.36,0
2003,20,3.6,0
2003,80,3.35,0
2003,10,0.53,0
2003,10,0.5,1
2004,30,26.78,1
2004,80,25.77,1
2004,45,22.83,1
2004,65,17.02,1
2004,20,14.43,1
2004,45,6.3,0
2004,30,5.67,0
2004,80,5.51,0
2004,20,4.91,0
2004,65,3.96,0
2004,10,0.5,1
2004,10,0.08,0
2006,45,23.7,1
2006,80,22.49,1
2006,30,19.2,1
2006,65,17.43,1
2006,20,15.9,1
2006,45,6.65,0
2006,65,6.4,0
2006,80,5.52,0
2006,30,5.12,0
2006,20,4.9,0
2006,10,0.5,1
2006,10,0.08,0
2007,30,23.19,1
2007,45,23.07,1
2007,80,23.0,1
2007,65,16.25,1
2007,20,15.44,1
2007,45,7.24,0
2007,65,6.17,0
2007,30,6.16,0
2007,20,4.58,0
2007,80,4.28,0
2007,10,0.57,1
2007,10,0.3,0
2008,45,25.37,1
2008,30,23.41,1
2008,80,21.88,1
2008,65,18.45,1
2008,20,14.61,1
2008,45,7.53,0
2008,30,6.02,0
2008,65,4.91,0
2008,20,4.07,0
2008,80,3.45,0
2008,10,0.57,1
2008,10,0.22,0
2009,45,24.74,1
2009,80,23.82,1
2009,30,21.44,1
2009,65,17.52,1
2009,20,13.08,1
2009,45,7.12,0
2009,30,6.68,0
2009,65,5.69,0
2009,80,5.43,0
2009,20,4.38,0
2009,10,0.22,0
2009,10,0.0,1
2010,45,26.52,1
2010,80,25.94,1
2010,30,19.36,1
2010,65,17.55,1
2010,20,13.71,1
2010,45,7.28,0
2010,30,5.95,0
2010,80,5.34,0
2010,20,5.26,0
2010,65,4.94,0
2010,10,0.49,1
2010,10,0.3,0
2011,80,24.83,1
2011,45,22.91,1
2011,30,21.55,1
2011,65,17.39,1
2011,20,15.41,1
2011,45,7.36,0
2011,20,6.22,0
2011,65,5.52,0
2011,80,5.5,0
2011,30,5.37,0
2011,10,0.67,0
2011,10,0.49,1
2012,80,26.04,1
2012,45,25.88,1
2012,30,21.17,1
2012,65,18.31,1
2012,20,13.74,1
2012,45,8.19,0
2012,20,7.25,0
2012,80,6.25,0
2012,30,6.01,0
2012,65,5.58,0
2012,10,0.73,0
2012,10,0.42,1
2013,80,25.51,1
2013,45,24.18,1
2013,30,19.33,1
2013,65,18.81,1
2013,20,16.78,1
2013,45,8.67,0
2013,65,6.37,0
2013,20,6.28,0
2013,30,5.67,0
2013,80,5.66,0
2013,10,1.09,1
2013,10,0.43,0
2014,45,27.66,1
2014,80,25.23,1
2014,30,23.34,1
2014,65,20.67,1
2014,20,16.89,1
2014,45,8.68,0
2014,30,6.93,0
2014,65,6.7,0
2014,20,6.31,0
2014,80,5.2,0
2014,10,1.06,0
2014,10,0.4,1
2015,45,29.97,1
2015,80,26.86,1
2015,30,24.0,1
2015,65,19.55,1
2015,20,17.46,1
2015,45,9.18,0
2015,20,7.21,0
2015,30,6.81,0
2015,65,6.3,0
2015,80,5.88,0
2015,10,0.56,0
2015,10,0.4,1
1985,80,97.1,1
1985,65,60.76,1
1985,45,54.76,1
1985,30,42.28,1
1985,80,32.43,0
1985,20,31.66,1
1985,65,26.1,0
1985,45,19.85,0
1985,30,10.28,0
1985,20,7.89,0
1985,10,1.26,1
1985,10,0.44,0
1986,80,109.01,1
1986,65,60.34,1
1986,45,53.69,1
1986,30,48.22,1
1986,80,31.84,0
1986,20,30.82,1
1986,65,23.35,0
1986,45,19.33,0
1986,30,14.32,0
1986,20,9.59,0
1986,10,1.07,1
1986,10,0.22,0
1987,80,128.72,1
1987,65,56.15,1
1987,45,49.61,1
1987,30,42.5,1
1987,80,35.78,0
1987,20,29.24,1
1987,65,27.82,0
1987,45,16.36,0
1987,30,10.81,0
1987,20,8.01,0
1987,10,0.45,0
1987,10,0.43,1
1988,80,111.21,1
1988,65,52.07,1
1988,45,45.04,1
1988,30,38.21,1
1988,80,30.08,0
1988,20,27.26,1
1988,65,22.76,0
1988,45,15.06,0
1988,30,10.35,0
1988,20,4.7,0
1988,10,0.46,0
1988,10,0.44,1
1989,80,99.78,1
1989,65,60.19,1
1989,45,41.51,1
1989,80,36.75,0
1989,30,35.06,1
1989,20,27.1,1
1989,65,22.54,0
1989,45,16.12,0
1989,30,10.69,0
1989,20,8.27,0
1989,10,1.31,1
1989,10,0.0,0
1990,80,112.59,1
1990,65,53.49,1
1990,45,42.4,1
1990,80,36.14,0
1990,30,32.31,1
1990,20,25.46,1
1990,65,21.57,0
1990,45,15.24,0
1990,30,8.45,0
1990,20,5.45,0
1990,10,0.46,0
1990,10,0.22,1
1991,80,130.45,1
1991,65,55.46,1
1991,45,39.85,1
1991,30,29.37,1
1991,80,27.33,0
1991,20,26.55,1
1991,65,17.91,0
1991,45,14.41,0
1991,30,7.6,0
1991,20,6.11,0
1991,10,0.43,1
1991,10,0.0,0
1992,80,116.38,1
1992,65,56.35,1
1992,45,39.14,1
1992,30,29.52,1
1992,80,28.09,0
1992,20,25.25,1
1992,65,16.3,0
1992,45,15.8,0
1992,30,7.57,0
1992,20,6.06,0
1992,10,1.06,1
1992,10,0.22,0
1993,80,135.22,1
1993,65,50.03,1
1993,45,35.6,1
1993,30,32.29,1
1993,80,25.94,0
1993,20,21.84,1
1993,65,17.0,0
1993,45,13.28,0
1993,30,8.02,0
1993,20,6.61,0
1993,10,1.25,1
1993,10,0.88,0
1994,80,119.73,1
1994,65,51.2,1
1994,45,40.32,1
1994,30,29.08,1
1994,80,27.72,0
1994,20,25.89,1
1994,65,17.95,0
1994,45,14.19,0
1994,30,8.53,0
1994,20,6.66,0
1994,10,1.31,0
1994,10,1.04,1
1995,80,124.95,1
1995,65,49.66,1
1995,45,40.68,1
1995,30,33.5,1
1995,80,29.32,0
1995,20,26.31,1
1995,65,16.72,0
1995,45,12.76,0
1995,30,8.7,0
1995,20,3.84,0
1995,10,1.65,1
1995,10,0.0,0
1996,80,123.94,1
1996,65,55.15,1
1996,45,41.82,1
1996,80,31.86,0
1996,30,29.13,1
1996,20,21.68,1
1996,65,14.82,0
1996,45,13.07,0
1996,30,7.88,0
1996,20,2.47,0
1996,10,0.83,1
1996,10,0.0,0
1997,80,101.28,1
1997,65,44.45,1
1997,45,34.6,1
1997,30,29.46,1
1997,20,24.67,1
1997,80,22.86,0
1997,65,15.41,0
1997,45,12.08,0
1997,30,7.24,0
1997,20,4.82,0
1997,10,0.41,1
1997,10,0.22,0
1998,80,101.77,1
1998,65,46.76,1
1998,45,36.51,1
1998,30,25.02,1
1998,80,21.08,0
1998,20,20.35,1
1998,65,13.7,0
1998,45,10.51,0
1998,30,6.93,0
1998,20,5.08,0
1998,10,1.24,1
1998,10,0.43,0
1999,80,89.16,1
1999,65,45.38,1
1999,45,33.98,1
1999,80,28.03,0
1999,30,25.03,1
1999,20,20.4,1
1999,65,14.43,0
1999,45,12.1,0
1999,30,5.84,0
1999,20,5.32,0
1999,10,0.41,1
1999,10,0.22,0
2000,80,99.51,1
2000,65,46.82,1
2000,45,32.93,1
2000,30,23.92,1
2000,80,23.3,0
2000,20,21.82,1
2000,65,17.02,0
2000,45,11.48,0
2000,20,5.76,0
2000,30,5.51,0
2000,10,0.87,0
2000,10,0.83,1
2001,80,83.89,1
2001,65,42.02,1
2001,45,31.6,1
2001,30,23.51,1
2001,80,22.99,0
2001,20,20.68,1
2001,65,15.43,0
2001,45,10.7,0
2001,30,6.83,0
2001,20,3.83,0
2001,10,0.22,0
2001,10,0.21,1
2002,80,99.84,1
2002,65,43.08,1
2002,45,34.74,1
2002,30,26.93,1
2002,20,20.04,1
2002,80,19.48,0
2002,65,12.48,0
2002,45,10.77,0
2002,30,5.14,0
2002,20,3.58,0
2002,10,0.43,0
2002,10,0.41,1
2003,80,91.31,1
2003,65,40.54,1
2003,45,30.12,1
2003,30,20.72,1
2003,80,20.36,0
2003,20,18.13,1
2003,65,11.99,0
2003,45,11.62,0
2003,20,6.01,0
2003,30,5.64,0
2003,10,0.62,1
2003,10,0.0,0
2004,80,93.66,1
2004,65,39.9,1
2004,45,27.79,1
2004,20,21.59,1
2004,30,21.59,1
2004,80,17.52,0
2004,65,13.71,0
2004,45,8.69,0
2004,30,4.69,0
2004,20,4.48,0
2004,10,0.42,1
2004,10,0.0,0
2005,80,79.03,1
2005,65,42.32,1
2005,45,28.74,1
2005,80,19.23,0
2005,30,18.58,1
2005,20,16.1,1
2005,65,11.05,0
2005,45,9.68,0
2005,30,6.04,0
2005,20,3.62,0
2005,10,0.64,1
2005,10,0.22,0
2006,80,78.38,1
2006,65,33.61,1
2006,45,29.81,1
2006,80,19.03,0
2006,30,18.88,1
2006,20,14.88,1
2006,65,10.38,0
2006,45,7.19,0
2006,30,3.32,0
2006,20,3.2,0
2006,10,0.22,1
2006,10,0.0,0
2007,80,75.46,1
2007,65,34.1,1
2007,45,25.63,1
2007,80,18.65,0
2007,30,18.24,1
2007,20,17.96,1
2007,65,12.31,0
2007,45,6.89,0
2007,30,4.63,0
2007,20,3.0,0
2007,10,0.44,1
2007,10,0.0,0
2008,80,86.55,1
2008,65,34.01,1
2008,45,26.24,1
2008,80,16.72,0
2008,30,15.85,1
2008,20,11.37,1
2008,65,9.15,0
2008,45,8.71,0
2008,20,3.59,0
2008,30,3.34,0
2008,10,0.47,0
2008,10,0.45,1
2009,80,79.3,1
2009,65,33.87,1
2009,45,25.59,1
2009,30,18.24,1
2009,80,15.79,0
2009,20,13.85,1
2009,65,11.34,0
2009,45,7.83,0
2009,30,3.34,0
2009,20,2.19,0
2009,10,1.2,0
2009,10,0.68,1
2010,80,74.87,1
2010,65,34.24,1
2010,45,25.07,1
2010,20,17.55,1
2010,30,15.65,1
2010,80,14.38,0
2010,65,9.75,0
2010,45,7.9,0
2010,30,4.64,0
2010,20,2.8,0
2010,10,0.46,1
2010,10,0.24,0
2011,80,79.93,1
2011,65,32.25,1
2011,45,26.0,1
2011,30,17.76,1
2011,80,13.45,0
2011,20,12.93,1
2011,65,11.99,0
2011,45,7.37,0
2011,20,4.62,0
2011,30,4.24,0
2011,10,0.7,1
2011,10,0.25,0
2012,80,75.59,1
2012,65,34.08,1
2012,45,25.81,1
2012,30,17.9,1
2012,80,17.66,0
2012,20,12.7,1
2012,65,10.29,0
2012,45,6.78,0
2012,30,3.65,0
2012,20,1.21,0
2012,10,0.71,1
2012,10,0.25,0
2013,80,86.48,1
2013,65,33.46,1
2013,45,24.73,1
2013,80,14.85,0
2013,30,13.31,1
2013,65,12.02,0
2013,20,10.41,1
2013,45,7.35,0
2013,30,4.49,0
2013,20,4.03,0
2013,10,0.75,0
2013,10,0.24,1
2014,80,76.4,1
2014,65,31.1,1
2014,45,25.07,1
2014,80,17.4,0
2014,30,17.36,1
2014,20,15.29,1
2014,65,10.87,0
2014,45,7.29,0
2014,30,5.12,0
2014,20,3.44,0
2014,10,0.48,1
2014,10,0.0,0
2015,80,73.71,1
2015,65,32.13,1
2015,45,24.46,1
2015,80,15.16,0
2015,30,13.2,1
2015,20,11.74,1
2015,65,10.01,0
2015,45,6.21,0
2015,20,3.87,0
2015,30,3.64,0
2015,10,0.25,0
2015,10,0.24,1
2016,80,68.9,1
2016,65,31.22,1
2016,45,20.29,1
2016,30,14.19,1
2016,80,12.75,0
2016,20,11.03,1
2016,65,9.81,0
2016,45,7.46,0
2016,20,4.51,0
2016,30,3.07,0
1990,45,6.98,1
1990,65,3.59,1
1990,30,3.1,1
1990,20,2.34,1
1990,80,2.33,1
1990,80,2.02,0
1990,65,1.54,0
1990,30,1.03,0
1990,45,0.94,0
1990,20,0.61,0
1990,10,0.13,1
1990,10,0.0,0
1991,80,7.11,1
1991,65,6.8,1
1991,30,4.62,1
1991,45,4.35,1
1991,20,3.2,1
1991,45,1.69,0
1991,65,1.23,0
1991,20,1.22,0
1991,80,1.01,0
1991,30,0.86,0
1991,10,0.14,0
1991,10,0.0,1
1992,45,6.39,1
1992,65,5.29,1
1992,80,5.14,0
1992,80,4.96,1
1992,30,3.78,1
1992,20,3.37,1
1992,65,2.59,0
1992,30,1.42,0
1992,20,1.24,0
1992,45,0.6,0
1992,10,0.0,0
1992,10,0.0,1
1993,80,7.71,1
1993,65,4.76,1
1993,80,4.16,0
1993,20,3.25,1
1993,45,3.18,1
1993,30,3.14,1
1993,45,1.47,0
1993,65,1.35,0
1993,30,1.29,0
1993,20,0.95,0
1993,10,0.13,0
1993,10,0.13,1
1994,65,2.71,1
1994,80,2.67,1
1994,45,1.69,1
1994,65,1.1,0
1994,80,1.04,0
1994,45,0.85,0
1994,30,0.58,0
1994,20,0.48,0
1994,30,0.47,1
1994,20,0.45,1
1994,10,0.0,0
1994,10,0.0,1
1995,80,5.46,1
1995,45,2.66,1
1995,65,2.12,1
1995,20,1.36,1
1995,80,1.05,0
1995,30,0.78,1
1995,30,0.44,0
1995,45,0.41,0
1995,20,0.0,0
1995,10,0.0,0
1995,65,0.0,0
1995,10,0.0,1
1996,65,4.96,1
1996,80,3.16,0
1996,80,2.72,1
1996,45,2.02,1
1996,30,2.01,1
1996,20,1.35,1
1996,20,0.48,0
1996,65,0.43,0
1996,45,0.4,0
1996,30,0.3,0
1996,10,0.0,0
1996,10,0.0,1
1997,65,6.21,1
1997,45,4.87,1
1997,30,3.22,1
1997,45,1.06,0
1997,20,1.05,1
1997,20,0.95,0
1997,65,0.64,0
1997,30,0.59,0
1997,10,0.0,0
1997,80,0.0,0
1997,10,0.0,1
1997,80,0.0,1
1998,45,2.46,1
1998,80,2.06,0
1998,65,1.98,1
1998,30,1.76,1
1998,65,0.81,0
1998,45,0.76,0
1998,20,0.45,0
1998,20,0.28,1
1998,10,0.11,1
1998,30,0.0,0
1998,10,0.0,0
1998,80,0.0,1
1999,45,2.58,1
1999,65,2.22,1
1999,30,1.45,1
1999,20,0.85,1
1999,45,0.5,0
1999,65,0.4,0
1999,20,0.3,0
1999,30,0.28,0
1999,10,0.0,0
1999,80,0.0,0
1999,10,0.0,1
1999,80,0.0,1
2000,80,2.64,1
2000,65,2.49,1
2000,80,2.4,0
2000,30,1.81,1
2000,45,1.5,1
2000,20,1.49,1
2000,65,0.69,0
2000,20,0.54,0
2000,30,0.44,0
2000,45,0.3,0
2000,10,0.11,0
2000,10,0.0,1
2001,65,9.52,1
2001,45,8.1,1
2001,20,7.31,1
2001,80,7.2,1
2001,80,6.98,0
2001,30,6.63,1
2001,65,4.87,0
2001,30,3.43,0
2001,10,2.63,1
2001,45,1.52,0
2001,20,1.05,0
2001,10,0.81,0
2002,65,5.31,1
2002,80,4.39,1
2002,45,3.16,1
2002,65,1.39,0
2002,30,1.16,1
2002,20,1.13,1
2002,80,1.12,0
2002,45,0.73,0
2002,30,0.45,0
2002,10,0.45,1
2002,20,0.13,0
2002,10,0.0,0
2003,80,5.89,1
2003,80,4.24,0
2003,65,3.89,1
2003,45,3.83,1
2003,20,2.06,1
2003,30,1.98,1
2003,65,1.61,0
2003,20,1.12,0
2003,45,1.06,0
2003,10,0.82,1
2003,30,0.45,0
2003,10,0.12,0
2004,80,5.02,0
2004,45,3.72,1
2004,30,2.46,1
2004,65,1.93,1
2004,20,1.17,1
2004,65,1.14,0
2004,45,0.94,0
2004,10,0.73,1
2004,30,0.6,0
2004,20,0.49,0
2004,10,0.13,0
2004,80,0.0,1
2007,80,3.98,1
2007,65,2.1,1
2007,45,1.31,1
2007,30,1.23,1
2007,80,0.85,0
2007,20,0.57,0
2007,10,0.56,1
2007,45,0.39,0
2007,20,0.33,1
2007,30,0.29,0
2007,65,0.22,0
2007,10,0.0,0
1985,45,4.76,1
1985,20,0.0,0
1985,30,0.0,0
1985,45,0.0,0
1985,10,0.0,0
1985,65,0.0,0
1985,80,0.0,0
1985,20,0.0,1
1985,30,0.0,1
1985,10,0.0,1
1985,65,0.0,1
1985,80,0.0,1
1987,45,8.81,1
1987,30,4.78,1
1987,20,0.0,0
1987,30,0.0,0
1987,45,0.0,0
1987,10,0.0,0
1987,65,0.0,0
1987,80,0.0,0
1987,20,0.0,1
1987,10,0.0,1
1987,65,0.0,1
1987,80,0.0,1
1993,65,10.1,1
1993,65,8.4,0
1993,30,7.87,1
1993,45,7.41,1
1993,20,3.73,1
1993,20,0.0,0
1993,30,0.0,0
1993,45,0.0,0
1993,10,0.0,0
1993,80,0.0,0
1993,10,0.0,1
1993,80,0.0,1
1994,45,10.6,1
1994,20,0.0,0
1994,30,0.0,0
1994,45,0.0,0
1994,10,0.0,0
1994,65,0.0,0
1994,80,0.0,0
1994,20,0.0,1
1994,30,0.0,1
1994,10,0.0,1
1994,65,0.0,1
1994,80,0.0,1
1995,30,3.8,1
1995,45,3.36,1
1995,20,0.0,0
1995,30,0.0,0
1995,45,0.0,0
1995,10,0.0,0
1995,65,0.0,0
1995,80,0.0,0
1995,20,0.0,1
1995,10,0.0,1
1995,65,0.0,1
1995,80,0.0,1
1996,45,9.82,1
1996,20,0.0,0
1996,30,0.0,0
1996,45,0.0,0
1996,10,0.0,0
1996,65,0.0,0
1996,80,0.0,0
1996,20,0.0,1
1996,30,0.0,1
1996,10,0.0,1
1996,65,0.0,1
1996,80,0.0,1
1997,30,4.01,1
1997,45,3.14,1
1997,20,0.0,0
1997,30,0.0,0
1997,45,0.0,0
1997,10,0.0,0
1997,65,0.0,0
1997,80,0.0,0
1997,20,0.0,1
1997,10,0.0,1
1997,65,0.0,1
1997,80,0.0,1
1998,30,8.08,1
1998,45,3.01,1
1998,20,0.0,0
1998,30,0.0,0
1998,45,0.0,0
1998,10,0.0,0
1998,65,0.0,0
1998,80,0.0,0
1998,20,0.0,1
1998,10,0.0,1
1998,65,0.0,1
1998,80,0.0,1
1999,30,12.22,1
1999,30,3.94,0
1999,20,3.92,1
1999,45,2.88,1
1999,20,0.0,0
1999,45,0.0,0
1999,10,0.0,0
1999,65,0.0,0
1999,80,0.0,0
1999,10,0.0,1
1999,65,0.0,1
1999,80,0.0,1
2000,30,16.44,1
2000,45,13.87,1
2000,65,6.47,0
2000,20,3.88,0
2000,30,0.0,0
2000,45,0.0,0
2000,10,0.0,0
2000,80,0.0,0
2000,20,0.0,1
2000,10,0.0,1
2000,65,0.0,1
2000,80,0.0,1
2001,45,2.68,1
2001,20,0.0,0
2001,30,0.0,0
2001,45,0.0,0
2001,10,0.0,0
2001,65,0.0,0
2001,80,0.0,0
2001,20,0.0,1
2001,30,0.0,1
2001,10,0.0,1
2001,65,0.0,1
2001,80,0.0,1
2002,20,7.38,1
2002,45,2.59,1
2002,20,0.0,0
2002,30,0.0,0
2002,45,0.0,0
2002,10,0.0,0
2002,65,0.0,0
2002,80,0.0,0
2002,30,0.0,1
2002,10,0.0,1
2002,65,0.0,1
2002,80,0.0,1
2003,45,2.49,1
2003,20,0.0,0
2003,30,0.0,0
2003,45,0.0,0
2003,10,0.0,0
2003,65,0.0,0
2003,80,0.0,0
2003,20,0.0,1
2003,30,0.0,1
2003,10,0.0,1
2003,65,0.0,1
2003,80,0.0,1
2004,20,3.53,1
2004,45,2.4,1
2004,20,0.0,0
2004,30,0.0,0
2004,45,0.0,0
2004,10,0.0,0
2004,65,0.0,0
2004,80,0.0,0
2004,30,0.0,1
2004,10,0.0,1
2004,65,0.0,1
2004,80,0.0,1
2005,30,3.79,1
2005,30,3.72,0
2005,10,3.49,1
2005,45,2.32,1
2005,20,0.0,0
2005,45,0.0,0
2005,10,0.0,0
2005,65,0.0,0
2005,80,0.0,0
2005,20,0.0,1
2005,65,0.0,1
2005,80,0.0,1
2006,20,3.39,1
2006,45,2.25,1
